filename	date	fastq_ftp	plant	is_enriched
SRR14530844_2.fastq.gz	2020-12-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/044/SRR14530844/SRR14530844_2.fastq.gz	HTP	1
SRR14530882_1.fastq.gz	2020-12-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/082/SRR14530882/SRR14530882_1.fastq.gz	HTP	0
SRR14530882_2.fastq.gz	2020-12-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/082/SRR14530882/SRR14530882_2.fastq.gz	HTP	0
SRR14530849_1.fastq.gz	2021-01-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/049/SRR14530849/SRR14530849_1.fastq.gz	HTP	1
SRR14530849_2.fastq.gz	2021-01-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/049/SRR14530849/SRR14530849_2.fastq.gz	HTP	1
SRR14530891_1.fastq.gz	2021-01-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/091/SRR14530891/SRR14530891_1.fastq.gz	HTP	0
SRR14530891_2.fastq.gz	2021-01-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/091/SRR14530891/SRR14530891_2.fastq.gz	HTP	0
SRR18341023_1.fastq.gz	2021-01-05	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/023/SRR18341023/SRR18341023_1.fastq.gz	HTP	1
SRR18341023_2.fastq.gz	2021-01-05	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/023/SRR18341023/SRR18341023_2.fastq.gz	HTP	1
SRR18341022_1.fastq.gz	2021-01-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/022/SRR18341022/SRR18341022_1.fastq.gz	HTP	1
SRR18341022_2.fastq.gz	2021-01-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/022/SRR18341022/SRR18341022_2.fastq.gz	HTP	1
SRR18341033_1.fastq.gz	2021-01-10	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/033/SRR18341033/SRR18341033_1.fastq.gz	HTP	1
SRR18341033_2.fastq.gz	2021-01-10	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/033/SRR18341033/SRR18341033_2.fastq.gz	HTP	1
SRR18341032_1.fastq.gz	2021-01-12	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/032/SRR18341032/SRR18341032_1.fastq.gz	HTP	1
SRR18341032_2.fastq.gz	2021-01-12	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/032/SRR18341032/SRR18341032_2.fastq.gz	HTP	1
SRR18341031_1.fastq.gz	2021-01-14	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/031/SRR18341031/SRR18341031_1.fastq.gz	HTP	1
SRR18341031_2.fastq.gz	2021-01-14	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/031/SRR18341031/SRR18341031_2.fastq.gz	HTP	1
SRR18341030_1.fastq.gz	2021-01-19	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/030/SRR18341030/SRR18341030_1.fastq.gz	HTP	1
SRR18341030_2.fastq.gz	2021-01-19	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/030/SRR18341030/SRR18341030_2.fastq.gz	HTP	1
SRR18341029_1.fastq.gz	2021-01-21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/029/SRR18341029/SRR18341029_1.fastq.gz	HTP	1
SRR18341029_2.fastq.gz	2021-01-21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/029/SRR18341029/SRR18341029_2.fastq.gz	HTP	1
SRR18341027_1.fastq.gz	2021-01-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/027/SRR18341027/SRR18341027_1.fastq.gz	HTP	1
SRR18341027_2.fastq.gz	2021-01-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/027/SRR18341027/SRR18341027_2.fastq.gz	HTP	1
SRR18341026_1.fastq.gz	2021-01-26	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/026/SRR18341026/SRR18341026_1.fastq.gz	HTP	1
SRR18341026_2.fastq.gz	2021-01-26	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/026/SRR18341026/SRR18341026_2.fastq.gz	HTP	1
SRR18341025_1.fastq.gz	2021-01-28	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/025/SRR18341025/SRR18341025_1.fastq.gz	HTP	1
SRR18341025_2.fastq.gz	2021-01-28	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/025/SRR18341025/SRR18341025_2.fastq.gz	HTP	1
SRR18341024_1.fastq.gz	2021-01-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/024/SRR18341024/SRR18341024_1.fastq.gz	HTP	1
SRR18341024_2.fastq.gz	2021-01-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/024/SRR18341024/SRR18341024_2.fastq.gz	HTP	1
SRR18341016_1.fastq.gz	2021-02-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/016/SRR18341016/SRR18341016_1.fastq.gz	HTP	1
SRR18341016_2.fastq.gz	2021-02-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/016/SRR18341016/SRR18341016_2.fastq.gz	HTP	1
SRR18340984_1.fastq.gz	2021-02-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/084/SRR18340984/SRR18340984_1.fastq.gz	HTP	1
SRR18340984_2.fastq.gz	2021-02-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/084/SRR18340984/SRR18340984_2.fastq.gz	HTP	1
SRR18340983_1.fastq.gz	2021-02-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/083/SRR18340983/SRR18340983_1.fastq.gz	HTP	1
SRR18340983_2.fastq.gz	2021-02-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/083/SRR18340983/SRR18340983_2.fastq.gz	HTP	1
SRR18340982_1.fastq.gz	2021-02-09	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/082/SRR18340982/SRR18340982_1.fastq.gz	HTP	1
SRR18340982_2.fastq.gz	2021-02-09	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/082/SRR18340982/SRR18340982_2.fastq.gz	HTP	1
SRR18341021_1.fastq.gz	2021-02-10	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/021/SRR18341021/SRR18341021_1.fastq.gz	HTP	1
SRR18341021_2.fastq.gz	2021-02-10	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/021/SRR18341021/SRR18341021_2.fastq.gz	HTP	1
SRR18341020_1.fastq.gz	2021-02-15	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/020/SRR18341020/SRR18341020_1.fastq.gz	HTP	1
SRR18341020_2.fastq.gz	2021-02-15	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/020/SRR18341020/SRR18341020_2.fastq.gz	HTP	1
SRR18341019_1.fastq.gz	2021-02-16	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/019/SRR18341019/SRR18341019_1.fastq.gz	HTP	1
SRR18341019_2.fastq.gz	2021-02-16	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/019/SRR18341019/SRR18341019_2.fastq.gz	HTP	1
SRR18341018_1.fastq.gz	2021-02-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/018/SRR18341018/SRR18341018_1.fastq.gz	HTP	1
SRR18341018_2.fastq.gz	2021-02-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/018/SRR18341018/SRR18341018_2.fastq.gz	HTP	1
SRR18341015_1.fastq.gz	2021-02-21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/015/SRR18341015/SRR18341015_1.fastq.gz	HTP	1
SRR18341015_2.fastq.gz	2021-02-21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/015/SRR18341015/SRR18341015_2.fastq.gz	HTP	1
SRR18341014_1.fastq.gz	2021-02-23	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/014/SRR18341014/SRR18341014_1.fastq.gz	HTP	1
SRR18341014_2.fastq.gz	2021-02-23	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/014/SRR18341014/SRR18341014_2.fastq.gz	HTP	1
SRR18340985_1.fastq.gz	2021-02-28	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/085/SRR18340985/SRR18340985_1.fastq.gz	HTP	1
SRR18340985_2.fastq.gz	2021-02-28	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/085/SRR18340985/SRR18340985_2.fastq.gz	HTP	1
SRR18340976_1.fastq.gz	2021-03-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/076/SRR18340976/SRR18340976_1.fastq.gz	HTP	1
SRR18340976_2.fastq.gz	2021-03-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/076/SRR18340976/SRR18340976_2.fastq.gz	HTP	1
SRR18340969_1.fastq.gz	2021-03-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/069/SRR18340969/SRR18340969_1.fastq.gz	HTP	1
SRR18340969_2.fastq.gz	2021-03-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/069/SRR18340969/SRR18340969_2.fastq.gz	HTP	1
SRR18340968_1.fastq.gz	2021-03-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/068/SRR18340968/SRR18340968_1.fastq.gz	HTP	1
SRR18340968_2.fastq.gz	2021-03-07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/068/SRR18340968/SRR18340968_2.fastq.gz	HTP	1
SRR18340966_1.fastq.gz	2021-03-09	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/066/SRR18340966/SRR18340966_1.fastq.gz	HTP	1
SRR18340966_2.fastq.gz	2021-03-09	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/066/SRR18340966/SRR18340966_2.fastq.gz	HTP	1
SRR18340981_1.fastq.gz	2021-03-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/081/SRR18340981/SRR18340981_1.fastq.gz	HTP	1
SRR18340981_2.fastq.gz	2021-03-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/081/SRR18340981/SRR18340981_2.fastq.gz	HTP	1
SRR18340980_1.fastq.gz	2021-03-14	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/080/SRR18340980/SRR18340980_1.fastq.gz	HTP	1
SRR18340980_2.fastq.gz	2021-03-14	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/080/SRR18340980/SRR18340980_2.fastq.gz	HTP	1
SRR18340979_1.fastq.gz	2021-03-16	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/079/SRR18340979/SRR18340979_1.fastq.gz	HTP	1
SRR18340979_2.fastq.gz	2021-03-16	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/079/SRR18340979/SRR18340979_2.fastq.gz	HTP	1
SRR18340977_1.fastq.gz	2021-03-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/077/SRR18340977/SRR18340977_1.fastq.gz	HTP	1
SRR18340977_2.fastq.gz	2021-03-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/077/SRR18340977/SRR18340977_2.fastq.gz	HTP	1
SRR18340975_1.fastq.gz	2021-03-21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/075/SRR18340975/SRR18340975_1.fastq.gz	HTP	1
SRR18340975_2.fastq.gz	2021-03-21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/075/SRR18340975/SRR18340975_2.fastq.gz	HTP	1
SRR18340974_1.fastq.gz	2021-03-23	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/074/SRR18340974/SRR18340974_1.fastq.gz	HTP	1
SRR18340974_2.fastq.gz	2021-03-23	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/074/SRR18340974/SRR18340974_2.fastq.gz	HTP	1
SRR18340973_1.fastq.gz	2021-03-25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/073/SRR18340973/SRR18340973_1.fastq.gz	HTP	1
SRR18340973_2.fastq.gz	2021-03-25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/073/SRR18340973/SRR18340973_2.fastq.gz	HTP	1
SRR18340972_1.fastq.gz	2021-03-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/072/SRR18340972/SRR18340972_1.fastq.gz	HTP	1
SRR18340972_2.fastq.gz	2021-03-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/072/SRR18340972/SRR18340972_2.fastq.gz	HTP	1
SRR18340971_1.fastq.gz	2021-03-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/071/SRR18340971/SRR18340971_1.fastq.gz	HTP	1
SRR18340971_2.fastq.gz	2021-03-30	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/071/SRR18340971/SRR18340971_2.fastq.gz	HTP	1
SRR18340970_1.fastq.gz	2021-03-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/070/SRR18340970/SRR18340970_1.fastq.gz	HTP	1
SRR18340970_2.fastq.gz	2021-03-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/070/SRR18340970/SRR18340970_2.fastq.gz	HTP	1
SRR18340960_1.fastq.gz	2021-04-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/060/SRR18340960/SRR18340960_1.fastq.gz	HTP	1
SRR18340960_2.fastq.gz	2021-04-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/060/SRR18340960/SRR18340960_2.fastq.gz	HTP	1
SRR18340959_1.fastq.gz	2021-04-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/059/SRR18340959/SRR18340959_1.fastq.gz	HTP	1
SRR18340959_2.fastq.gz	2021-04-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/059/SRR18340959/SRR18340959_2.fastq.gz	HTP	1
SRR18340958_1.fastq.gz	2021-04-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/058/SRR18340958/SRR18340958_1.fastq.gz	HTP	1
SRR18340958_2.fastq.gz	2021-04-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/058/SRR18340958/SRR18340958_2.fastq.gz	HTP	1
SRR18340965_1.fastq.gz	2021-04-15	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/065/SRR18340965/SRR18340965_1.fastq.gz	HTP	1
SRR18340965_2.fastq.gz	2021-04-15	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/065/SRR18340965/SRR18340965_2.fastq.gz	HTP	1
SRR18340964_1.fastq.gz	2021-04-22	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/064/SRR18340964/SRR18340964_1.fastq.gz	HTP	1
SRR18340964_2.fastq.gz	2021-04-22	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/064/SRR18340964/SRR18340964_2.fastq.gz	HTP	1
SRR18340963_1.fastq.gz	2021-04-25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/063/SRR18340963/SRR18340963_1.fastq.gz	HTP	1
SRR18340963_2.fastq.gz	2021-04-25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/063/SRR18340963/SRR18340963_2.fastq.gz	HTP	1
SRR18340962_1.fastq.gz	2021-04-26	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/062/SRR18340962/SRR18340962_1.fastq.gz	HTP	1
SRR18340962_2.fastq.gz	2021-04-26	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/062/SRR18340962/SRR18340962_2.fastq.gz	HTP	1
SRR18340961_1.fastq.gz	2021-04-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/061/SRR18340961/SRR18340961_1.fastq.gz	HTP	1
SRR18340961_2.fastq.gz	2021-04-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/061/SRR18340961/SRR18340961_2.fastq.gz	HTP	1
SRR18341076_1.fastq.gz	2021-05-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/076/SRR18341076/SRR18341076_1.fastq.gz	HTP	1
SRR18341076_2.fastq.gz	2021-05-02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/076/SRR18341076/SRR18341076_2.fastq.gz	HTP	1
SRR18341070_1.fastq.gz	2021-05-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/070/SRR18341070/SRR18341070_1.fastq.gz	HTP	1
SRR18341070_2.fastq.gz	2021-05-04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/070/SRR18341070/SRR18341070_2.fastq.gz	HTP	1
SRR18341134_1.fastq.gz	2021-05-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/034/SRR18341134/SRR18341134_1.fastq.gz	HTP	1
SRR18341134_2.fastq.gz	2021-05-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/034/SRR18341134/SRR18341134_2.fastq.gz	HTP	1
SRR18341133_1.fastq.gz	2021-05-09	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/033/SRR18341133/SRR18341133_1.fastq.gz	HTP	1
SRR18341133_2.fastq.gz	2021-05-09	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/033/SRR18341133/SRR18341133_2.fastq.gz	HTP	1
SRR18341081_1.fastq.gz	2021-05-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/081/SRR18341081/SRR18341081_1.fastq.gz	HTP	1
SRR18341081_2.fastq.gz	2021-05-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/081/SRR18341081/SRR18341081_2.fastq.gz	HTP	1
SRR18341079_1.fastq.gz	2021-05-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/079/SRR18341079/SRR18341079_1.fastq.gz	HTP	1
SRR18341079_2.fastq.gz	2021-05-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/079/SRR18341079/SRR18341079_2.fastq.gz	HTP	1
SRR18341078_1.fastq.gz	2021-05-16	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/078/SRR18341078/SRR18341078_1.fastq.gz	HTP	1
SRR18341078_2.fastq.gz	2021-05-16	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/078/SRR18341078/SRR18341078_2.fastq.gz	HTP	1
SRR18341077_1.fastq.gz	2021-05-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/077/SRR18341077/SRR18341077_1.fastq.gz	HTP	1
SRR18341077_2.fastq.gz	2021-05-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/077/SRR18341077/SRR18341077_2.fastq.gz	HTP	1
SRR18341075_1.fastq.gz	2021-05-20	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/075/SRR18341075/SRR18341075_1.fastq.gz	HTP	1
SRR18341075_2.fastq.gz	2021-05-20	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/075/SRR18341075/SRR18341075_2.fastq.gz	HTP	1
SRR18341074_1.fastq.gz	2021-05-23	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/074/SRR18341074/SRR18341074_1.fastq.gz	HTP	1
SRR18341074_2.fastq.gz	2021-05-23	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/074/SRR18341074/SRR18341074_2.fastq.gz	HTP	1
SRR18341073_1.fastq.gz	2021-05-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/073/SRR18341073/SRR18341073_1.fastq.gz	HTP	1
SRR18341073_2.fastq.gz	2021-05-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/073/SRR18341073/SRR18341073_2.fastq.gz	HTP	1
SRR18341072_1.fastq.gz	2021-05-25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/072/SRR18341072/SRR18341072_1.fastq.gz	HTP	1
SRR18341072_2.fastq.gz	2021-05-25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/072/SRR18341072/SRR18341072_2.fastq.gz	HTP	1
SRR18341071_1.fastq.gz	2021-05-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/071/SRR18341071/SRR18341071_1.fastq.gz	HTP	1
SRR18341071_2.fastq.gz	2021-05-31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/071/SRR18341071/SRR18341071_2.fastq.gz	HTP	1
SRR18341132_1.fastq.gz	2021-06-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/032/SRR18341132/SRR18341132_1.fastq.gz	HTP	1
SRR18341132_2.fastq.gz	2021-06-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/032/SRR18341132/SRR18341132_2.fastq.gz	HTP	1
SRR18341126_1.fastq.gz	2021-06-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/026/SRR18341126/SRR18341126_1.fastq.gz	HTP	1
SRR18341126_2.fastq.gz	2021-06-03	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/026/SRR18341126/SRR18341126_2.fastq.gz	HTP	1
SRR18341125_1.fastq.gz	2021-06-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/025/SRR18341125/SRR18341125_1.fastq.gz	HTP	1
SRR18341125_2.fastq.gz	2021-06-06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/025/SRR18341125/SRR18341125_2.fastq.gz	HTP	1
SRR18341131_1.fastq.gz	2021-06-10	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/031/SRR18341131/SRR18341131_1.fastq.gz	HTP	1
SRR18341131_2.fastq.gz	2021-06-10	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/031/SRR18341131/SRR18341131_2.fastq.gz	HTP	1
SRR18341130_1.fastq.gz	2021-06-15	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/030/SRR18341130/SRR18341130_1.fastq.gz	HTP	1
SRR18341130_2.fastq.gz	2021-06-15	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/030/SRR18341130/SRR18341130_2.fastq.gz	HTP	1
SRR18341129_1.fastq.gz	2021-06-20	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/029/SRR18341129/SRR18341129_1.fastq.gz	HTP	1
SRR18341129_2.fastq.gz	2021-06-20	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/029/SRR18341129/SRR18341129_2.fastq.gz	HTP	1
SRR18341128_1.fastq.gz	2021-06-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/028/SRR18341128/SRR18341128_1.fastq.gz	HTP	1
SRR18341128_2.fastq.gz	2021-06-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/028/SRR18341128/SRR18341128_2.fastq.gz	HTP	1
SRR18341127_1.fastq.gz	2021-06-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/027/SRR18341127/SRR18341127_1.fastq.gz	HTP	1
SRR18341127_2.fastq.gz	2021-06-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/027/SRR18341127/SRR18341127_2.fastq.gz	HTP	1
SRR18341123_1.fastq.gz	2021-07-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/023/SRR18341123/SRR18341123_1.fastq.gz	HTP	1
SRR18341123_2.fastq.gz	2021-07-01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/023/SRR18341123/SRR18341123_2.fastq.gz	HTP	1
SRR18341118_1.fastq.gz	2021-07-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/018/SRR18341118/SRR18341118_1.fastq.gz	HTP	1
SRR18341118_2.fastq.gz	2021-07-08	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/018/SRR18341118/SRR18341118_2.fastq.gz	HTP	1
SRR18341122_1.fastq.gz	2021-07-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/022/SRR18341122/SRR18341122_1.fastq.gz	HTP	1
SRR18341122_2.fastq.gz	2021-07-13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/022/SRR18341122/SRR18341122_2.fastq.gz	HTP	1
SRR18341121_1.fastq.gz	2021-07-15	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/021/SRR18341121/SRR18341121_1.fastq.gz	HTP	1
SRR18341121_2.fastq.gz	2021-07-15	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/021/SRR18341121/SRR18341121_2.fastq.gz	HTP	1
SRR18341120_1.fastq.gz	2021-07-22	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/020/SRR18341120/SRR18341120_1.fastq.gz	HTP	1
SRR18341120_2.fastq.gz	2021-07-22	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/020/SRR18341120/SRR18341120_2.fastq.gz	HTP	1
SRR18341119_1.fastq.gz	2021-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/019/SRR18341119/SRR18341119_1.fastq.gz	HTP	1
SRR18341119_2.fastq.gz	2021-07-29	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/019/SRR18341119/SRR18341119_2.fastq.gz	HTP	1
SRR14530761_1.fastq.gz	2020-10-20	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/061/SRR14530761/SRR14530761_1.fastq.gz	JW	0
SRR14530761_2.fastq.gz	2020-10-20	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/061/SRR14530761/SRR14530761_2.fastq.gz	JW	0
SRR14530818_1.fastq.gz	2020-10-20	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/018/SRR14530818/SRR14530818_1.fastq.gz	JW	1
SRR14530818_2.fastq.gz	2020-10-20	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/018/SRR14530818/SRR14530818_2.fastq.gz	JW	1
SRR14530760_1.fastq.gz	2020-10-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/060/SRR14530760/SRR14530760_1.fastq.gz	JW	0
SRR14530760_2.fastq.gz	2020-10-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/060/SRR14530760/SRR14530760_2.fastq.gz	JW	0
SRR14530894_1.fastq.gz	2020-10-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/094/SRR14530894/SRR14530894_1.fastq.gz	JW	1
SRR14530894_2.fastq.gz	2020-10-27	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/094/SRR14530894/SRR14530894_2.fastq.gz	JW	1
SRR14530756_1.fastq.gz	2020-08-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/056/SRR14530756/SRR14530756_1.fastq.gz	JWPCP	0
SRR14530756_2.fastq.gz	2020-08-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/056/SRR14530756/SRR14530756_2.fastq.gz	JWPCP	0
SRR14530861_1.fastq.gz	2020-08-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/061/SRR14530861/SRR14530861_1.fastq.gz	JWPCP	1
SRR14530861_2.fastq.gz	2020-08-11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/061/SRR14530861/SRR14530861_2.fastq.gz	JWPCP	1
SRR14530755_1.fastq.gz	2020-08-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/055/SRR14530755/SRR14530755_1.fastq.gz	JWPCP	0
SRR14530755_2.fastq.gz	2020-08-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/055/SRR14530755/SRR14530755_2.fastq.gz	JWPCP	0
SRR14530850_1.fastq.gz	2020-08-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/050/SRR14530850/SRR14530850_1.fastq.gz	JWPCP	1
SRR14530850_2.fastq.gz	2020-08-18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/050/SRR14530850/SRR14530850_2.fastq.gz	JWPCP	1
SRR14530754_1.fastq.gz	2020-08-25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/054/SRR14530754/SRR14530754_1.fastq.gz	JWPCP	0
